Datetime,Open,High,Low,Close,Volume
2024-01-01 18:00:00,2062.598,2066.595,2062.405,2063.615,0
2024-01-01 19:00:00,2063.625,2065.778,2062.275,2065.358,0
2024-01-01 20:00:00,2065.358,2069.825,2064.785,2066.515,0
2024-01-01 21:00:00,2066.515,2068.345,2063.915,2067.698,0
2024-01-01 22:00:00,2067.695,2070.285,2066.445,2069.528,0
2024-01-01 23:00:00,2069.528,2070.578,2068.775,2069.505,0
2024-01-02 00:00:00,2069.525,2074.745,2069.415,2074.415,0
2024-01-02 01:00:00,2074.465,2076.665,2072.865,2074.145,0
2024-01-02 02:00:00,2074.065,2076.335,2073.028,2073.048,0
2024-01-02 03:00:00,2073.015,2074.465,2071.745,2073.235,0
2024-01-02 04:00:00,2073.235,2078.825,2073.185,2076.945,0
2024-01-02 05:00:00,2076.965,2077.675,2073.415,2075.925,0
2024-01-02 06:00:00,2075.875,2076.115,2068.205,2069.145,0
2024-01-02 07:00:00,2069.105,2069.405,2064.995,2067.845,0
2024-01-02 08:00:00,2067.815,2070.965,2064.795,2066.158,0
2024-01-02 09:00:00,2066.225,2070.295,2062.095,2070.295,0
2024-01-02 10:00:00,2070.295,2070.595,2055.818,2059.265,0
2024-01-02 11:00:00,2059.305,2067.515,2059.075,2066.005,0
2024-01-02 12:00:00,2066.085,2066.865,2061.755,2062.615,0
2024-01-02 13:00:00,2062.645,2064.875,2060.495,2061.115,0
2024-01-02 14:00:00,2061.055,2062.065,2060.375,2060.825,0
2024-01-02 15:00:00,2060.885,2061.545,2057.915,2058.115,0
2024-01-02 16:00:00,2058.225,2059.118,2057.975,2058.605,0
2024-01-02 18:00:00,2058.018,2059.955,2058.018,2059.455,0
2024-01-02 19:00:00,2059.475,2062.045,2059.094,2060.105,0
2024-01-02 20:00:00,2060.115,2062.455,2059.475,2062.405,0
2024-01-02 21:00:00,2062.395,2065.085,2061.475,2064.558,0
2024-01-02 22:00:00,2064.558,2065.525,2063.265,2065.025,0
2024-01-02 23:00:00,2064.965,2065.485,2064.325,2064.775,0
2024-01-03 00:00:00,2064.755,2065.835,2063.405,2063.995,0
2024-01-03 01:00:00,2063.965,2065.325,2063.365,2064.178,0
2024-01-03 02:00:00,2064.164,2064.175,2060.795,2062.928,0
2024-01-03 03:00:00,2062.835,2064.228,2058.805,2059.908,0
2024-01-03 04:00:00,2059.965,2060.485,2054.235,2056.695,0
2024-01-03 05:00:00,2056.695,2057.048,2052.525,2054.805,0
2024-01-03 06:00:00,2054.795,2055.565,2046.594,2047.485,0
2024-01-03 07:00:00,2047.505,2048.205,2041.685,2045.595,0
2024-01-03 08:00:00,2045.565,2047.895,2038.645,2040.935,0
2024-01-03 09:00:00,2040.945,2042.225,2031.665,2037.755,0
2024-01-03 10:00:00,2037.755,2048.698,2031.785,2032.495,0
2024-01-03 11:00:00,2032.545,2035.945,2031.218,2032.345,0
2024-01-03 12:00:00,2032.405,2033.655,2030.515,2033.255,0
2024-01-03 13:00:00,2033.255,2036.215,2032.835,2035.695,0
2024-01-03 14:00:00,2035.678,2042.205,2030.535,2036.575,0
2024-01-03 15:00:00,2036.595,2042.175,2036.435,2040.878,0
2024-01-03 16:00:00,2040.955,2041.698,2040.215,2041.195,0
2024-01-03 18:00:00,2041.895,2043.835,2041.398,2042.895,0
2024-01-03 19:00:00,2042.865,2043.085,2041.495,2042.065,0
2024-01-03 20:00:00,2042.075,2043.215,2040.055,2042.165,0
2024-01-03 21:00:00,2042.145,2044.665,2042.145,2044.555,0
2024-01-03 22:00:00,2044.545,2046.808,2043.998,2044.518,0
2024-01-03 23:00:00,2044.498,2044.575,2042.355,2043.015,0
2024-01-04 00:00:00,2043.005,2044.255,2042.345,2043.695,0
2024-01-04 01:00:00,2043.705,2048.585,2043.585,2047.135,0
2024-01-04 02:00:00,2047.118,2049.445,2046.498,2047.615,0
2024-01-04 03:00:00,2047.615,2048.545,2045.345,2046.715,0
2024-01-04 04:00:00,2046.695,2050.855,2046.215,2047.915,0
2024-01-04 05:00:00,2047.895,2050.765,2046.565,2047.885,0
2024-01-04 06:00:00,2047.865,2048.335,2044.828,2045.065,0
2024-01-04 07:00:00,2044.995,2046.095,2043.245,2045.835,0
2024-01-04 08:00:00,2045.895,2047.098,2038.715,2040.145,0
2024-01-04 09:00:00,2040.165,2042.465,2036.155,2039.265,0
2024-01-04 10:00:00,2039.345,2047.625,2038.995,2045.025,0
2024-01-04 11:00:00,2045.075,2046.675,2044.065,2044.675,0
2024-01-04 12:00:00,2044.725,2044.955,2040.765,2043.175,0
2024-01-04 13:00:00,2043.095,2043.925,2041.445,2043.065,0
2024-01-04 14:00:00,2043.045,2044.795,2042.395,2044.285,0
2024-01-04 15:00:00,2044.265,2044.785,2042.955,2042.995,0
2024-01-04 16:00:00,2043.025,2044.228,2042.945,2043.124,0
2024-01-04 18:00:00,2043.218,2044.665,2042.725,2044.098,0
2024-01-04 19:00:00,2044.128,2044.605,2043.225,2044.265,0
2024-01-04 20:00:00,2044.275,2048.155,2043.995,2046.065,0
2024-01-04 21:00:00,2046.085,2047.805,2045.605,2046.095,0
2024-01-04 22:00:00,2046.095,2046.365,2044.685,2045.235,0
2024-01-04 23:00:00,2045.265,2046.255,2044.365,2044.555,0
2024-01-05 00:00:00,2044.515,2045.135,2043.055,2044.385,0
2024-01-05 01:00:00,2044.345,2045.025,2040.805,2042.358,0
2024-01-05 02:00:00,2042.358,2046.925,2041.975,2042.995,0
2024-01-05 03:00:00,2043.005,2044.238,2041.255,2042.385,0
2024-01-05 04:00:00,2042.305,2043.598,2038.295,2038.735,0
2024-01-05 05:00:00,2038.765,2040.205,2037.235,2039.955,0
2024-01-05 06:00:00,2039.935,2040.285,2037.035,2039.155,0
2024-01-05 07:00:00,2039.155,2040.935,2038.355,2040.115,0
2024-01-05 08:00:00,2040.135,2041.778,2024.255,2039.905,0
2024-01-05 09:00:00,2039.885,2049.145,2038.655,2046.585,0
2024-01-05 10:00:00,2046.595,2063.838,2046.544,2054.745,0
2024-01-05 11:00:00,2054.815,2056.155,2044.025,2044.948,0
2024-01-05 12:00:00,2044.925,2045.365,2040.335,2041.845,0
2024-01-05 13:00:00,2041.835,2048.445,2040.385,2048.058,0
2024-01-05 14:00:00,2048.085,2050.195,2044.865,2045.635,0
2024-01-05 15:00:00,2045.655,2045.695,2042.785,2043.575,0
2024-01-05 16:00:00,2043.645,2046.068,2043.645,2045.355,0
2024-01-07 18:00:00,2044.385,2045.565,2042.805,2044.195,0
2024-01-07 19:00:00,2044.235,2046.245,2043.695,2045.875,0
2024-01-07 20:00:00,2045.855,2046.525,2042.815,2043.715,0
2024-01-07 21:00:00,2043.715,2043.725,2041.165,2041.215,0
2024-01-07 22:00:00,2041.165,2041.405,2034.975,2036.015,0
2024-01-07 23:00:00,2036.075,2037.555,2035.575,2035.715,0
2024-01-08 00:00:00,2035.665,2036.045,2026.925,2030.685,0
2024-01-08 01:00:00,2030.685,2033.205,2030.285,2032.905,0
2024-01-08 02:00:00,2032.895,2033.135,2028.505,2031.355,0
2024-01-08 03:00:00,2031.305,2031.645,2027.145,2028.205,0
2024-01-08 04:00:00,2028.165,2031.685,2026.465,2028.965,0
2024-01-08 05:00:00,2028.965,2029.435,2026.885,2027.515,0
2024-01-08 06:00:00,2027.495,2027.815,2016.604,2019.958,0
2024-01-08 07:00:00,2019.958,2024.845,2018.865,2024.585,0
2024-01-08 08:00:00,2024.605,2025.425,2018.345,2018.895,0
2024-01-08 09:00:00,2018.905,2027.085,2018.385,2026.305,0
2024-01-08 10:00:00,2026.325,2034.675,2025.435,2034.115,0
2024-01-08 11:00:00,2034.105,2036.778,2031.335,2032.085,0
2024-01-08 12:00:00,2032.155,2033.015,2027.015,2027.565,0
2024-01-08 13:00:00,2027.535,2028.195,2026.295,2026.495,0
2024-01-08 14:00:00,2026.465,2029.485,2026.435,2029.285,0
2024-01-08 15:00:00,2029.265,2029.698,2025.978,2027.048,0
2024-01-08 16:00:00,2027.048,2028.628,2026.998,2027.835,0
2024-01-08 18:00:00,2028.045,2030.835,2027.798,2030.665,0
2024-01-08 19:00:00,2030.665,2034.798,2030.615,2034.208,0
2024-01-08 20:00:00,2034.205,2035.478,2031.115,2032.165,0
2024-01-08 21:00:00,2032.145,2035.775,2032.075,2034.065,0
2024-01-08 22:00:00,2034.215,2034.865,2032.935,2033.565,0
2024-01-08 23:00:00,2033.505,2034.865,2032.085,2032.795,0
2024-01-09 00:00:00,2032.815,2033.415,2030.245,2032.695,0
2024-01-09 01:00:00,2032.665,2035.095,2031.095,2033.115,0
2024-01-09 02:00:00,2033.095,2037.145,2032.028,2035.885,0
2024-01-09 03:00:00,2035.955,2038.078,2031.145,2034.145,0
2024-01-09 04:00:00,2034.145,2036.965,2033.025,2035.345,0
2024-01-09 05:00:00,2035.385,2038.428,2034.708,2035.315,0
2024-01-09 06:00:00,2035.325,2035.588,2033.558,2034.935,0
